"TOOL_URL","TOOL_IDENTIFIER","COUNTRY","CR","LANGUAGE","LR"
"//creativecommons.org/licenses/by-nd/2.5/ar","CC BY-ND 2.5 AR","","","",""
"//creativecommons.org/licenses/by-sa/2.5/ar","CC BY-SA 2.5 AR","","","",""
"//creativecommons.org/licenses/by/2.5/au","CC BY 2.5 AU","","","",""
"//creativecommons.org/licenses/by-nc/2.5/au","CC BY-NC 2.5 AU","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/au","CC BY-NC-ND 2.5 AU","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/au","CC BY-NC-SA 2.5 AU","","","",""
"//creativecommons.org/licenses/by-nd/2.5/au","CC BY-ND 2.5 AU","","","",""
"//creativecommons.org/licenses/by-sa/2.5/au","CC BY-SA 2.5 AU","","","",""
"//creativecommons.org/licenses/by/2.5/bg","CC BY 2.5 BG","","","",""
"//creativecommons.org/licenses/by-nc/2.5/bg","CC BY-NC 2.5 BG","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/bg","CC BY-NC-ND 2.5 BG","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/bg","CC BY-NC-SA 2.5 BG","","","",""
"//creativecommons.org/licenses/by-nd/2.5/bg","CC BY-ND 2.5 BG","","","",""
"//creativecommons.org/licenses/by-sa/2.5/bg","CC BY-SA 2.5 BG","","","",""
"//creativecommons.org/licenses/by/2.5/br","CC BY 2.5 BR","","","",""
"//creativecommons.org/licenses/by-nc/2.5/br","CC BY-NC 2.5 BR","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/br","CC BY-NC-ND 2.5 BR","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/br","CC BY-NC-SA 2.5 BR","","","",""
"//creativecommons.org/licenses/by-nd/2.5/br","CC BY-ND 2.5 BR","","","",""
"//creativecommons.org/licenses/by-sa/2.5/br","CC BY-SA 2.5 BR","","","",""
"//creativecommons.org/licenses/by/2.5/ca","CC BY 2.5 CA","","","",""
"//creativecommons.org/licenses/by-nc/2.5/ca","CC BY-NC 2.5 CA","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/ca","CC BY-NC-ND 2.5 CA","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/ca","CC BY-NC-SA 2.5 CA","","","",""
"//creativecommons.org/licenses/by-nd/2.5/ca","CC BY-ND 2.5 CA","","","",""
"//creativecommons.org/licenses/by-sa/2.5/ca","CC BY-SA 2.5 CA","","","",""
"//creativecommons.org/licenses/by/2.5/ch","CC BY 2.5 CH","","","",""
"//creativecommons.org/licenses/by-nc/2.5/ch","CC BY-NC 2.5 CH","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/ch","CC BY-NC-ND 2.5 CH","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/ch","CC BY-NC-SA 2.5 CH","","","",""
"//creativecommons.org/licenses/by-nd/2.5/ch","CC BY-ND 2.5 CH","","","",""
"//creativecommons.org/licenses/by-sa/2.5/ch","CC BY-SA 2.5 CH","","","",""
"//creativecommons.org/licenses/by/2.5/cn","CC BY 2.5 CN","","","",""
"//creativecommons.org/licenses/by-nc/2.5/cn","CC BY-NC 2.5 CN","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/cn","CC BY-NC-ND 2.5 CN","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/cn","CC BY-NC-SA 2.5 CN","","","",""
"//creativecommons.org/licenses/by-nd/2.5/cn","CC BY-ND 2.5 CN","","","",""
"//creativecommons.org/licenses/by-sa/2.5/cn","CC BY-SA 2.5 CN","","","",""
"//creativecommons.org/licenses/by/2.5/co","CC BY 2.5 CO","","","",""
"//creativecommons.org/licenses/by-nc/2.5/co","CC BY-NC 2.5 CO","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/co","CC BY-NC-ND 2.5 CO","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/co","CC BY-NC-SA 2.5 CO","","","",""
"//creativecommons.org/licenses/by-nd/2.5/co","CC BY-ND 2.5 CO","","","",""
"//creativecommons.org/licenses/by-sa/2.5/co","CC BY-SA 2.5 CO","","","",""
"//creativecommons.org/licenses/by/2.5/dk","CC BY 2.5 DK","","","",""
"//creativecommons.org/licenses/by-nc/2.5/dk","CC BY-NC 2.5 DK","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/dk","CC BY-NC-ND 2.5 DK","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/dk","CC BY-NC-SA 2.5 DK","","","",""
"//creativecommons.org/licenses/by-nd/2.5/dk","CC BY-ND 2.5 DK","","","",""
"//creativecommons.org/licenses/by-sa/2.5/dk","CC BY-SA 2.5 DK","","","",""
"//creativecommons.org/licenses/by/2.5/es","CC BY 2.5 ES","","","",""
"//creativecommons.org/licenses/by-nc/2.5/es","CC BY-NC 2.5 ES","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/es","CC BY-NC-ND 2.5 ES","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/es","CC BY-NC-SA 2.5 ES","","","",""
"//creativecommons.org/licenses/by-nd/2.5/es","CC BY-ND 2.5 ES","","","",""
"//creativecommons.org/licenses/by-sa/2.5/es","CC BY-SA 2.5 ES","","","",""
"//creativecommons.org/licenses/by/2.5/hr","CC BY 2.5 HR","","","",""
"//creativecommons.org/licenses/by-nc/2.5/hr","CC BY-NC 2.5 HR","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/hr","CC BY-NC-ND 2.5 HR","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/hr","CC BY-NC-SA 2.5 HR","","","",""
"//creativecommons.org/licenses/by-nd/2.5/hr","CC BY-ND 2.5 HR","","","",""
"//creativecommons.org/licenses/by-sa/2.5/hr","CC BY-SA 2.5 HR","","","",""
"//creativecommons.org/licenses/by/2.5/hu","CC BY 2.5 HU","","","",""
"//creativecommons.org/licenses/by-nc/2.5/hu","CC BY-NC 2.5 HU","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/hu","CC BY-NC-ND 2.5 HU","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/hu","CC BY-NC-SA 2.5 HU","","","",""
"//creativecommons.org/licenses/by-nd/2.5/hu","CC BY-ND 2.5 HU","","","",""
"//creativecommons.org/licenses/by-sa/2.5/hu","CC BY-SA 2.5 HU","","","",""
"//creativecommons.org/licenses/by/2.5/il","CC BY 2.5 IL","","","",""
"//creativecommons.org/licenses/by-nc/2.5/il","CC BY-NC 2.5 IL","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/il","CC BY-NC-ND 2.5 IL","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/il","CC BY-NC-SA 2.5 IL","","","",""
"//creativecommons.org/licenses/by-nd/2.5/il","CC BY-ND 2.5 IL","","","",""
"//creativecommons.org/licenses/by-sa/2.5/il","CC BY-SA 2.5 IL","","","",""
"//creativecommons.org/licenses/by/2.5/in","CC BY 2.5 IN","","","",""
"//creativecommons.org/licenses/by-nc/2.5/in","CC BY-NC 2.5 IN","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/in","CC BY-NC-ND 2.5 IN","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/in","CC BY-NC-SA 2.5 IN","","","",""
"//creativecommons.org/licenses/by-nd/2.5/in","CC BY-ND 2.5 IN","","","",""
"//creativecommons.org/licenses/by-sa/2.5/in","CC BY-SA 2.5 IN","","","",""
"//creativecommons.org/licenses/by/2.5/it","CC BY 2.5 IT","","","",""
"//creativecommons.org/licenses/by-nc/2.5/it","CC BY-NC 2.5 IT","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/it","CC BY-NC-ND 2.5 IT","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/it","CC BY-NC-SA 2.5 IT","","","",""
"//creativecommons.org/licenses/by-nd/2.5/it","CC BY-ND 2.5 IT","","","",""
"//creativecommons.org/licenses/by-sa/2.5/it","CC BY-SA 2.5 IT","","","",""
"//creativecommons.org/licenses/by/2.5/mk","CC BY 2.5 MK","","","",""
"//creativecommons.org/licenses/by-nc/2.5/mk","CC BY-NC 2.5 MK","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/mk","CC BY-NC-ND 2.5 MK","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/mk","CC BY-NC-SA 2.5 MK","","","",""
"//creativecommons.org/licenses/by-nd/2.5/mk","CC BY-ND 2.5 MK","","","",""
"//creativecommons.org/licenses/by-sa/2.5/mk","CC BY-SA 2.5 MK","","","",""
"//creativecommons.org/licenses/by/2.5/mt","CC BY 2.5 MT","","","",""
"//creativecommons.org/licenses/by-nc/2.5/mt","CC BY-NC 2.5 MT","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/mt","CC BY-NC-ND 2.5 MT","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/mt","CC BY-NC-SA 2.5 MT","","","",""
"//creativecommons.org/licenses/by-nd/2.5/mt","CC BY-ND 2.5 MT","","","",""
"//creativecommons.org/licenses/by-sa/2.5/mt","CC BY-SA 2.5 MT","","","",""
"//creativecommons.org/licenses/by/2.5/mx","CC BY 2.5 MX","","","",""
"//creativecommons.org/licenses/by-nc/2.5/mx","CC BY-NC 2.5 MX","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/mx","CC BY-NC-ND 2.5 MX","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/mx","CC BY-NC-SA 2.5 MX","","","",""
"//creativecommons.org/licenses/by-nd/2.5/mx","CC BY-ND 2.5 MX","","","",""
"//creativecommons.org/licenses/by-sa/2.5/mx","CC BY-SA 2.5 MX","","","",""
"//creativecommons.org/licenses/by/2.5/my","CC BY 2.5 MY","","","",""
"//creativecommons.org/licenses/by-nc/2.5/my","CC BY-NC 2.5 MY","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/my","CC BY-NC-ND 2.5 MY","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/my","CC BY-NC-SA 2.5 MY","","","",""
"//creativecommons.org/licenses/by-nd/2.5/my","CC BY-ND 2.5 MY","","","",""
"//creativecommons.org/licenses/by-sa/2.5/my","CC BY-SA 2.5 MY","","","",""
"//creativecommons.org/licenses/by/2.5/nl","CC BY 2.5 NL","","","",""
"//creativecommons.org/licenses/by-nc/2.5/nl","CC BY-NC 2.5 NL","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/nl","CC BY-NC-ND 2.5 NL","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/nl","CC BY-NC-SA 2.5 NL","","","",""
"//creativecommons.org/licenses/by-nd/2.5/nl","CC BY-ND 2.5 NL","","","",""
"//creativecommons.org/licenses/by-sa/2.5/nl","CC BY-SA 2.5 NL","","","",""
"//creativecommons.org/licenses/by/2.5/pe","CC BY 2.5 PE","","","",""
"//creativecommons.org/licenses/by-nc/2.5/pe","CC BY-NC 2.5 PE","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/pe","CC BY-NC-ND 2.5 PE","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/pe","CC BY-NC-SA 2.5 PE","","","",""
"//creativecommons.org/licenses/by-nd/2.5/pe","CC BY-ND 2.5 PE","","","",""
"//creativecommons.org/licenses/by-sa/2.5/pe","CC BY-SA 2.5 PE","","","",""
"//creativecommons.org/licenses/by/2.5/pl","CC BY 2.5 PL","","","",""
"//creativecommons.org/licenses/by-nc/2.5/pl","CC BY-NC 2.5 PL","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/pl","CC BY-NC-ND 2.5 PL","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/pl","CC BY-NC-SA 2.5 PL","","","",""
"//creativecommons.org/licenses/by-nd/2.5/pl","CC BY-ND 2.5 PL","","","",""
"//creativecommons.org/licenses/by-sa/2.5/pl","CC BY-SA 2.5 PL","","","",""
"//creativecommons.org/licenses/by/2.5/pt","CC BY 2.5 PT","","","",""
"//creativecommons.org/licenses/by-nc/2.5/pt","CC BY-NC 2.5 PT","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/pt","CC BY-NC-ND 2.5 PT","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/pt","CC BY-NC-SA 2.5 PT","","","",""
"//creativecommons.org/licenses/by-nd/2.5/pt","CC BY-ND 2.5 PT","","","",""
"//creativecommons.org/licenses/by-sa/2.5/pt","CC BY-SA 2.5 PT","","","",""
"//creativecommons.org/licenses/by/2.5/scotland","CC BY 2.5 SCOTLAND","","","",""
"//creativecommons.org/licenses/by-nc/2.5/scotland","CC BY-NC 2.5 SCOTLAND","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/scotland","CC BY-NC-ND 2.5 SCOTLAND","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/scotland","CC BY-NC-SA 2.5 SCOTLAND","","","",""
"//creativecommons.org/licenses/by-nd/2.5/scotland","CC BY-ND 2.5 SCOTLAND","","","",""
"//creativecommons.org/licenses/by-sa/2.5/scotland","CC BY-SA 2.5 SCOTLAND","","","",""
"//creativecommons.org/licenses/by/2.5/se","CC BY 2.5 SE","","","",""
"//creativecommons.org/licenses/by-nc/2.5/se","CC BY-NC 2.5 SE","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/se","CC BY-NC-ND 2.5 SE","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/se","CC BY-NC-SA 2.5 SE","","","",""
"//creativecommons.org/licenses/by-nd/2.5/se","CC BY-ND 2.5 SE","","","",""
"//creativecommons.org/licenses/by-sa/2.5/se","CC BY-SA 2.5 SE","","","",""
"//creativecommons.org/licenses/by/2.5/si","CC BY 2.5 SI","","","",""
"//creativecommons.org/licenses/by-nc/2.5/si","CC BY-NC 2.5 SI","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/si","CC BY-NC-ND 2.5 SI","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/si","CC BY-NC-SA 2.5 SI","","","",""
"//creativecommons.org/licenses/by-nd/2.5/si","CC BY-ND 2.5 SI","","","",""
"//creativecommons.org/licenses/by-sa/2.5/si","CC BY-SA 2.5 SI","","","",""
"//creativecommons.org/licenses/by/2.5/tw","CC BY 2.5 TW","","","",""
"//creativecommons.org/licenses/by-nc/2.5/tw","CC BY-NC 2.5 TW","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/tw","CC BY-NC-ND 2.5 TW","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/tw","CC BY-NC-SA 2.5 TW","","","",""
"//creativecommons.org/licenses/by-nd/2.5/tw","CC BY-ND 2.5 TW","","","",""
"//creativecommons.org/licenses/by-sa/2.5/tw","CC BY-SA 2.5 TW","","","",""
"//creativecommons.org/licenses/by/2.5/za","CC BY 2.5 ZA","","","",""
"//creativecommons.org/licenses/by-nc/2.5/za","CC BY-NC 2.5 ZA","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.5/za","CC BY-NC-ND 2.5 ZA","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.5/za","CC BY-NC-SA 2.5 ZA","","","",""
"//creativecommons.org/licenses/by-nd/2.5/za","CC BY-ND 2.5 ZA","","","",""
"//creativecommons.org/licenses/by-sa/2.5/za","CC BY-SA 2.5 ZA","","","",""
"//creativecommons.org/licenses/by/2.1/au","CC BY 2.1 AU","","","",""
"//creativecommons.org/licenses/by-nc/2.1/au","CC BY-NC 2.1 AU","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.1/au","CC BY-NC-ND 2.1 AU","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.1/au","CC BY-NC-SA 2.1 AU","","","",""
"//creativecommons.org/licenses/by-nd/2.1/au","CC BY-ND 2.1 AU","","","",""
"//creativecommons.org/licenses/by-sa/2.1/au","CC BY-SA 2.1 AU","","","",""
"//creativecommons.org/licenses/by/2.1/ca","CC BY 2.1 CA","","","",""
"//creativecommons.org/licenses/by-nc/2.1/ca","CC BY-NC 2.1 CA","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.1/ca","CC BY-NC-ND 2.1 CA","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.1/ca","CC BY-NC-SA 2.1 CA","","","",""
"//creativecommons.org/licenses/by-nd/2.1/ca","CC BY-ND 2.1 CA","","","",""
"//creativecommons.org/licenses/by-sa/2.1/ca","CC BY-SA 2.1 CA","","","",""
"//creativecommons.org/licenses/by/2.1/es","CC BY 2.1 ES","","","",""
"//creativecommons.org/licenses/by-nc/2.1/es","CC BY-NC 2.1 ES","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.1/es","CC BY-NC-ND 2.1 ES","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.1/es","CC BY-NC-SA 2.1 ES","","","",""
"//creativecommons.org/licenses/by-nd/2.1/es","CC BY-ND 2.1 ES","","","",""
"//creativecommons.org/licenses/by-sa/2.1/es","CC BY-SA 2.1 ES","","","",""
"//creativecommons.org/licenses/by/2.1/jp","CC BY 2.1 JP","","","",""
"//creativecommons.org/licenses/by-nc/2.1/jp","CC BY-NC 2.1 JP","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.1/jp","CC BY-NC-ND 2.1 JP","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.1/jp","CC BY-NC-SA 2.1 JP","","","",""
"//creativecommons.org/licenses/by-nd/2.1/jp","CC BY-ND 2.1 JP","","","",""
"//creativecommons.org/licenses/by-sa/2.1/jp","CC BY-SA 2.1 JP","","","",""
"//creativecommons.org/licenses/by/2.0/at","CC BY 2.0 AT","","","",""
"//creativecommons.org/licenses/by-nc/2.0/at","CC BY-NC 2.0 AT","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/at","CC BY-NC-ND 2.0 AT","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/at","CC BY-NC-SA 2.0 AT","","","",""
"//creativecommons.org/licenses/by-nd/2.0/at","CC BY-ND 2.0 AT","","","",""
"//creativecommons.org/licenses/by-sa/2.0/at","CC BY-SA 2.0 AT","","","",""
"//creativecommons.org/licenses/by/2.0/au","CC BY 2.0 AU","","","",""
"//creativecommons.org/licenses/by-nc/2.0/au","CC BY-NC 2.0 AU","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/au","CC BY-NC-ND 2.0 AU","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/au","CC BY-NC-SA 2.0 AU","","","",""
"//creativecommons.org/licenses/by-nd/2.0/au","CC BY-ND 2.0 AU","","","",""
"//creativecommons.org/licenses/by-sa/2.0/au","CC BY-SA 2.0 AU","","","",""
"//creativecommons.org/licenses/by/2.0/be","CC BY 2.0 BE","","","",""
"//creativecommons.org/licenses/by-nc/2.0/be","CC BY-NC 2.0 BE","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/be","CC BY-NC-ND 2.0 BE","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/be","CC BY-NC-SA 2.0 BE","","","",""
"//creativecommons.org/licenses/by-nd/2.0/be","CC BY-ND 2.0 BE","","","",""
"//creativecommons.org/licenses/by-sa/2.0/be","CC BY-SA 2.0 BE","","","",""
"//creativecommons.org/licenses/by/2.0/br","CC BY 2.0 BR","","","",""
"//creativecommons.org/licenses/by-nc/2.0/br","CC BY-NC 2.0 BR","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/br","CC BY-NC-ND 2.0 BR","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/br","CC BY-NC-SA 2.0 BR","","","",""
"//creativecommons.org/licenses/by-nd/2.0/br","CC BY-ND 2.0 BR","","","",""
"//creativecommons.org/licenses/by-sa/2.0/br","CC BY-SA 2.0 BR","","","",""
"//creativecommons.org/licenses/by/2.0/ca","CC BY 2.0 CA","","","",""
"//creativecommons.org/licenses/by-nc/2.0/ca","CC BY-NC 2.0 CA","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/ca","CC BY-NC-ND 2.0 CA","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/ca","CC BY-NC-SA 2.0 CA","","","",""
"//creativecommons.org/licenses/by-nd/2.0/ca","CC BY-ND 2.0 CA","","","",""
"//creativecommons.org/licenses/by-sa/2.0/ca","CC BY-SA 2.0 CA","","","",""
"//creativecommons.org/licenses/by/2.0/cl","CC BY 2.0 CL","","","",""
"//creativecommons.org/licenses/by-nc/2.0/cl","CC BY-NC 2.0 CL","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/cl","CC BY-NC-ND 2.0 CL","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/cl","CC BY-NC-SA 2.0 CL","","","",""
"//creativecommons.org/licenses/by-nd/2.0/cl","CC BY-ND 2.0 CL","","","",""
"//creativecommons.org/licenses/by-sa/2.0/cl","CC BY-SA 2.0 CL","","","",""
"//creativecommons.org/licenses/by/2.0/de","CC BY 2.0 DE","","","",""
"//creativecommons.org/licenses/by-nc/2.0/de","CC BY-NC 2.0 DE","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/de","CC BY-NC-ND 2.0 DE","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/de","CC BY-NC-SA 2.0 DE","","","",""
"//creativecommons.org/licenses/by-nd/2.0/de","CC BY-ND 2.0 DE","","","",""
"//creativecommons.org/licenses/by-sa/2.0/de","CC BY-SA 2.0 DE","","","",""
"//creativecommons.org/licenses/by/2.0/es","CC BY 2.0 ES","","","",""
"//creativecommons.org/licenses/by-nc/2.0/es","CC BY-NC 2.0 ES","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/es","CC BY-NC-ND 2.0 ES","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/es","CC BY-NC-SA 2.0 ES","","","",""
"//creativecommons.org/licenses/by-nd/2.0/es","CC BY-ND 2.0 ES","","","",""
"//creativecommons.org/licenses/by-sa/2.0/es","CC BY-SA 2.0 ES","","","",""
"//creativecommons.org/licenses/by/2.0/fr","CC BY 2.0 FR","","","",""
"//creativecommons.org/licenses/by-nc/2.0/fr","CC BY-NC 2.0 FR","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/fr","CC BY-NC-ND 2.0 FR","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/fr","CC BY-NC-SA 2.0 FR","","","",""
"//creativecommons.org/licenses/by-nd/2.0/fr","CC BY-ND 2.0 FR","","","",""
"//creativecommons.org/licenses/by-sa/2.0/fr","CC BY-SA 2.0 FR","","","",""
"//creativecommons.org/licenses/by/2.0/hr","CC BY 2.0 HR","","","",""
"//creativecommons.org/licenses/by-nc/2.0/hr","CC BY-NC 2.0 HR","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/hr","CC BY-NC-ND 2.0 HR","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/hr","CC BY-NC-SA 2.0 HR","","","",""
"//creativecommons.org/licenses/by-nd/2.0/hr","CC BY-ND 2.0 HR","","","",""
"//creativecommons.org/licenses/by-sa/2.0/hr","CC BY-SA 2.0 HR","","","",""
"//creativecommons.org/licenses/by/2.0/it","CC BY 2.0 IT","","","",""
"//creativecommons.org/licenses/by-nc/2.0/it","CC BY-NC 2.0 IT","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/it","CC BY-NC-ND 2.0 IT","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/it","CC BY-NC-SA 2.0 IT","","","",""
"//creativecommons.org/licenses/by-nd/2.0/it","CC BY-ND 2.0 IT","","","",""
"//creativecommons.org/licenses/by-sa/2.0/it","CC BY-SA 2.0 IT","","","",""
"//creativecommons.org/licenses/by/2.0/jp","CC BY 2.0 JP","","","",""
"//creativecommons.org/licenses/by-nc/2.0/jp","CC BY-NC 2.0 JP","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/jp","CC BY-NC-ND 2.0 JP","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/jp","CC BY-NC-SA 2.0 JP","","","",""
"//creativecommons.org/licenses/by-nd/2.0/jp","CC BY-ND 2.0 JP","","","",""
"//creativecommons.org/licenses/by-nd-nc/2.0/jp","CC BY-ND-NC 2.0 JP","","","",""
"//creativecommons.org/licenses/by-sa/2.0/jp","CC BY-SA 2.0 JP","","","",""
"//creativecommons.org/licenses/by/2.0/kr","CC BY 2.0 KR","","","",""
"//creativecommons.org/licenses/by-nc/2.0/kr","CC BY-NC 2.0 KR","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/kr","CC BY-NC-ND 2.0 KR","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/kr","CC BY-NC-SA 2.0 KR","","","",""
"//creativecommons.org/licenses/by-nd/2.0/kr","CC BY-ND 2.0 KR","","","",""
"//creativecommons.org/licenses/by-sa/2.0/kr","CC BY-SA 2.0 KR","","","",""
"//creativecommons.org/licenses/by/2.0/nl","CC BY 2.0 NL","","","",""
"//creativecommons.org/licenses/by-nc/2.0/nl","CC BY-NC 2.0 NL","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/nl","CC BY-NC-ND 2.0 NL","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/nl","CC BY-NC-SA 2.0 NL","","","",""
"//creativecommons.org/licenses/by-nd/2.0/nl","CC BY-ND 2.0 NL","","","",""
"//creativecommons.org/licenses/by-sa/2.0/nl","CC BY-SA 2.0 NL","","","",""
"//creativecommons.org/licenses/by/2.0/pl","CC BY 2.0 PL","","","",""
"//creativecommons.org/licenses/by-nc/2.0/pl","CC BY-NC 2.0 PL","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/pl","CC BY-NC-ND 2.0 PL","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/pl","CC BY-NC-SA 2.0 PL","","","",""
"//creativecommons.org/licenses/by-nd/2.0/pl","CC BY-ND 2.0 PL","","","",""
"//creativecommons.org/licenses/by-sa/2.0/pl","CC BY-SA 2.0 PL","","","",""
"//creativecommons.org/licenses/by/2.0/tw","CC BY 2.0 TW","","","",""
"//creativecommons.org/licenses/by-nc/2.0/tw","CC BY-NC 2.0 TW","","","",""
"//creativecommons.org/licenses/by-nc-nd/2.0/tw","CC BY-NC-ND 2.0 TW","","","",""
"//creativecommons.org/licenses/by-nc-sa/2.0/tw","CC BY-NC-SA 2.0 TW","","","",""
"//creativecommons.org/licenses/by-nd/2.0/tw","CC BY-ND 2.0 TW","","","",""
"//creativecommons.org/licenses/by-sa/2.0/tw","CC BY-SA 2.0 TW","","","",""
