"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"601","CC BY-NC-SA 1.0 FI","415000"
"602","CC BY-ND 1.0 FI","12900000"
"603","CC BY-ND-NC 1.0 FI","444000"
"604","CC BY-SA 1.0 FI","1380000"
"605","CC BY 1.0 IL","26900000"
"606","CC BY-NC 1.0 IL","3600000"
"607","CC BY-NC-SA 1.0 IL","649000"
"608","CC BY-ND 1.0 IL","26600000"
"609","CC BY-ND-NC 1.0 IL","612000"
"610","CC BY-SA 1.0 IL","13100000"
"611","CC BY 1.0 NL","15200000"
"612","CC BY-NC 1.0 NL","533000"
"613","CC BY-NC-SA 1.0 NL","292000"
"614","CC BY-ND 1.0 NL","15000000"
"615","CC BY-ND-NC 1.0 NL","259000"
"616","CC BY-SA 1.0 NL","5730000"
"617","CC DEVNATIONS 2.0","173"
"618","CC NC 2.0","35600000"
"619","CC NC-SA 2.0","15700000"
"620","CC ND 2.0","166000000"
"621","CC ND-NC 2.0","36000000"
"622","CC SA 2.0","74400000"
"623","CC NC 1.0","36700000"
"624","CC NC-SA 1.0","15700000"
"625","CC NC-SAMPLING+ 1.0","27500000"
"626","CC ND 1.0","177000000"
"627","CC ND-NC 1.0","36800000"
"628","CC SA 1.0","76800000"
"629","CC SAMPLING 1.0","136000000"
"630","CC SAMPLING+ 1.0","137000000"
"631","CC NC 2.0 JP","17100000"
"632","CC NC-SA 2.0 JP","5780000"
"633","CC ND 2.0 JP","77600000"
"634","CC ND-NC 2.0 JP","17300000"
"635","CC SA 2.0 JP","31000000"
"636","CC SAMPLING 1.0 BR","27500000"
"637","CC SAMPLING+ 1.0 BR","27700000"
"638","CC SAMPLING+ 1.0 DE","103000000"
"639","CC NC 1.0 FI","660000"
"640","CC NC-SA 1.0 FI","421000"
"641","CC ND 1.0 FI","12900000"
"642","CC ND-NC 1.0 FI","661000"
"643","CC SA 1.0 FI","1810000"
"644","CC NC 1.0 NL","569000"
"645","CC NC-SA 1.0 NL","302000"
"646","CC ND 1.0 NL","14800000"
"647","CC ND-NC 1.0 NL","572000"
"648","CC SA 1.0 NL","6090000"
"649","CC NC-SAMPLING+ 1.0 TW","13200000"
"650","CC SAMPLING 1.0 TW","61000000"
"651","CC SAMPLING+ 1.0 TW","61500000"
"652","CC PUBLICDOMAIN","41700000"
