"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"600","CC BY-NC 1.0 FI","728000"
"601","CC BY-NC-SA 1.0 FI","562000"
"602","CC BY-ND 1.0 FI","14800000"
"603","CC BY-ND-NC 1.0 FI","429000"
"604","CC BY-SA 1.0 FI","1610000"
"605","CC BY 1.0 IL","32400000"
"606","CC BY-NC 1.0 IL","4830000"
"607","CC BY-NC-SA 1.0 IL","743000"
"608","CC BY-ND 1.0 IL","32100000"
"609","CC BY-ND-NC 1.0 IL","656000"
"610","CC BY-SA 1.0 IL","15400000"
"611","CC BY 1.0 NL","18000000"
"612","CC BY-NC 1.0 NL","648000"
"613","CC BY-NC-SA 1.0 NL","440000"
"614","CC BY-ND 1.0 NL","17700000"
"615","CC BY-ND-NC 1.0 NL","278000"
"616","CC BY-SA 1.0 NL","6310000"
"617","CC DEVNATIONS 2.0","249"
"618","CC NC 2.0","45400000"
"619","CC NC-SA 2.0","18600000"
"620","CC ND 2.0","197000000"
"621","CC ND-NC 2.0","45900000"
"622","CC SA 2.0","90500000"
"623","CC NC 1.0","45900000"
"624","CC NC-SA 1.0","18400000"
"625","CC NC-SAMPLING+ 1.0","32900000"
"626","CC ND 1.0","203000000"
"627","CC ND-NC 1.0","45900000"
"628","CC SA 1.0","91500000"
"629","CC SAMPLING 1.0","157000000"
"630","CC SAMPLING+ 1.0","158000000"
"631","CC NC 2.0 JP","19900000"
"632","CC NC-SA 2.0 JP","6870000"
"633","CC ND 2.0 JP","95000000"
"634","CC ND-NC 2.0 JP","20100000"
"635","CC SA 2.0 JP","38500000"
"636","CC SAMPLING 1.0 BR","33700000"
"637","CC SAMPLING+ 1.0 BR","34000000"
"638","CC SAMPLING+ 1.0 DE","120000000"
"639","CC NC 1.0 FI","737000"
"640","CC NC-SA 1.0 FI","563000"
"641","CC ND 1.0 FI","14800000"
"642","CC ND-NC 1.0 FI","739000"
"643","CC SA 1.0 FI","2060000"
"644","CC NC 1.0 NL","676000"
"645","CC NC-SA 1.0 NL","456000"
"646","CC ND 1.0 NL","17500000"
"647","CC ND-NC 1.0 NL","682000"
"648","CC SA 1.0 NL","6690000"
"649","CC NC-SAMPLING+ 1.0 TW","14400000"
"650","CC SAMPLING 1.0 TW","78300000"
"651","CC SAMPLING+ 1.0 TW","78900000"
"652","CC PUBLICDOMAIN","52800000"
