"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"600","CC BY-NC 1.0 FI","696000"
"601","CC BY-NC-SA 1.0 FI","430000"
"602","CC BY-ND 1.0 FI","13500000"
"603","CC BY-ND-NC 1.0 FI","450000"
"604","CC BY-SA 1.0 FI","1540000"
"605","CC BY 1.0 IL","34400000"
"606","CC BY-NC 1.0 IL","4670000"
"607","CC BY-NC-SA 1.0 IL","721000"
"608","CC BY-ND 1.0 IL","34100000"
"609","CC BY-ND-NC 1.0 IL","643000"
"610","CC BY-SA 1.0 IL","15800000"
"611","CC BY 1.0 NL","17600000"
"612","CC BY-NC 1.0 NL","592000"
"613","CC BY-NC-SA 1.0 NL","313000"
"614","CC BY-ND 1.0 NL","17400000"
"615","CC BY-ND-NC 1.0 NL","269000"
"616","CC BY-SA 1.0 NL","6390000"
"617","CC DEVNATIONS 2.0","241"
"618","CC NC 2.0","43700000"
"619","CC NC-SA 2.0","17000000"
"620","CC ND 2.0","195000000"
"621","CC ND-NC 2.0","43600000"
"622","CC SA 2.0","92700000"
"623","CC NC 1.0","47000000"
"624","CC NC-SA 1.0","17800000"
"625","CC NC-SAMPLING+ 1.0","33900000"
"626","CC ND 1.0","206000000"
"627","CC ND-NC 1.0","47000000"
"628","CC SA 1.0","98800000"
"629","CC SAMPLING 1.0","163000000"
"630","CC SAMPLING+ 1.0","159000000"
"631","CC NC 2.0 JP","19100000"
"632","CC NC-SA 2.0 JP","6480000"
"633","CC ND 2.0 JP","101000000"
"634","CC ND-NC 2.0 JP","13800000"
"635","CC SA 2.0 JP","40500000"
"636","CC SAMPLING 1.0 BR","36900000"
"637","CC SAMPLING+ 1.0 BR","36800000"
"638","CC SAMPLING+ 1.0 DE","127000000"
"639","CC NC 1.0 FI","708000"
"640","CC NC-SA 1.0 FI","439000"
"641","CC ND 1.0 FI","13500000"
"642","CC ND-NC 1.0 FI","708000"
"643","CC SA 1.0 FI","1580000"
"644","CC NC 1.0 NL","622000"
"645","CC NC-SA 1.0 NL","326000"
"646","CC ND 1.0 NL","17500000"
"647","CC ND-NC 1.0 NL","622000"
"648","CC SA 1.0 NL","6490000"
"649","CC NC-SAMPLING+ 1.0 TW","16100000"
"650","CC SAMPLING 1.0 TW","84900000"
"651","CC SAMPLING+ 1.0 TW","85100000"
"652","CC PUBLICDOMAIN","47000000"
