"PLAN_INDEX","TOOL_IDENTIFIER","COUNT"
"599","CC BY-NC-SA 1.0 IL","718000"
"600","CC BY-ND 1.0 IL","27100000"
"601","CC BY-ND-NC 1.0 IL","6180000"
"602","CC BY-SA 1.0 IL","14500000"
"603","CC BY 1.0 NL","15900000"
"604","CC BY-NC 1.0 NL","575000"
"605","CC BY-NC-SA 1.0 NL","306000"
"606","CC BY-ND 1.0 NL","15500000"
"607","CC BY-ND-NC 1.0 NL","623000"
"608","CC BY-SA 1.0 NL","5950000"
"609","CC DEVNATIONS 2.0","98"
"610","CC NC 1.0","38300000"
"611","CC NC-SA 1.0","17000000"
"612","CC NC-SAMPLING+ 1.0","28700000"
"613","CC ND 1.0","194000000"
"614","CC ND-NC 1.0","38600000"
"615","CC SA 1.0","81500000"
"616","CC SAMPLING 1.0","132000000"
"617","CC SAMPLING+ 1.0","129000000"
"618","CC NC 2.0 JP","18500000"
"619","CC NC-SA 2.0 JP","6960000"
"620","CC ND 2.0 JP","82000000"
"621","CC ND-NC 2.0 JP","18700000"
"622","CC SA 2.0 JP","32400000"
"623","CC SAMPLING 1.0 BR","24800000"
"624","CC SAMPLING+ 1.0 BR","24800000"
"625","CC SAMPLING+ 1.0 DE","97700000"
"626","CC NC 1.0 FI","743000"
"627","CC NC-SA 1.0 FI","450000"
"628","CC ND 1.0 FI","13800000"
"629","CC ND-NC 1.0 FI","748000"
"630","CC SA 1.0 FI","2310000"
"631","CC NC 1.0 NL","613000"
"632","CC NC-SA 1.0 NL","316000"
"633","CC ND 1.0 NL","15300000"
"634","CC ND-NC 1.0 NL","623000"
"635","CC SA 1.0 NL","5950000"
"636","CC NC-SAMPLING+ 1.0 TW","10600000"
"637","CC SAMPLING 1.0 TW","29600000"
"638","CC SAMPLING+ 1.0 TW","29500000"
"639","CERTIFICATION 1.0 US","156000"
"640","CERTIFICATION 1.0 US","42600000"
